片名:肖申克的救赎,导演:弗兰克·德拉邦特 Frank Darabont,发行年份:1994,豆瓣评分：10.0,评价人数：2464570
片名:借东西的小人阿莉埃蒂,导演:米林宏昌 Hiromasa Yonebayashi,发行年份:2010,豆瓣评分：10.0,评价人数：466976
片名:甜蜜蜜,导演:陈可辛 Peter Chan,发行年份:1996,豆瓣评分：10.0,评价人数：444157
片名:萤火之森,导演:大森贵弘 Takahiro Omori,发行年份:2011,豆瓣评分：10.0,评价人数：444673
片名:驯龙高手,导演:迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders,发行年份:2010,豆瓣评分：10.0,评价人数：650923
片名:天书奇谭,导演:王树忱 Shuchen Wang / 钱运达 Yunda Qian,发行年份:1983(中国大陆),豆瓣评分：10.0,评价人数：203629
片名:幸福终点站,导演:史蒂文·斯皮尔伯格 Steven Spielberg,发行年份:2004,豆瓣评分：10.0,评价人数：469487
片名:玛丽和马克思,导演:亚当·艾略特 Adam Elliot,发行年份:2009,豆瓣评分：10.0,评价人数：378164
片名:大鱼,导演:蒂姆·波顿 Tim Burton,发行年份:2003,豆瓣评分：10.0,评价人数：491415
片名:告白,导演:中岛哲也 Tetsuya Nakashima,发行年份:2010,豆瓣评分：10.0,评价人数：597991
片名:阳光姐妹淘,导演:姜炯哲 Hyeong-Cheol Kang,发行年份:2011,豆瓣评分：10.0,评价人数：529554
片名:时空恋旅人,导演:理查德·柯蒂斯 Richard Curtis,发行年份:2013,豆瓣评分：10.0,评价人数：520406
片名:怪兽电力公司,导演:彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman,发行年份:2001,豆瓣评分：10.0,评价人数：561920
片名:射雕英雄传之东成西就,导演:刘镇伟 Jeffrey Lau,发行年份:1993,豆瓣评分：10.0,评价人数：550693
片名:神偷奶爸,导演:皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,发行年份:2010,豆瓣评分：10.0,评价人数：824813
片名:恐怖直播,导演:金秉祐 Byeong-woo Kim,发行年份:2013,豆瓣评分：10.0,评价人数：555301
片名:傲慢与偏见,导演:乔·怀特 Joe Wright,发行年份:2005,豆瓣评分：10.0,评价人数：668557
片名:玩具总动员3,导演:李·昂克里奇 Lee Unkrich,发行年份:2010,豆瓣评分：10.0,评价人数：432605
片名:教父3,导演:弗朗西斯·福特·科波拉 Francis Ford Coppola,发行年份:1990,豆瓣评分：10.0,评价人数：304572
片名:釜山行,导演:延尚昊 Sang-ho Yeon,发行年份:2016,豆瓣评分：10.0,评价人数：1010851
片名:一个叫欧维的男人决定去死,导演:汉内斯·赫尔姆 Hannes Holm,发行年份:2015,豆瓣评分：10.0,评价人数：364689
片名:哪吒闹海,导演:严定宪 Dingxian Yan / 王树忱 Shuchen Wang,发行年份:1979,豆瓣评分：10.0,评价人数：216227
片名:被解救的姜戈,导演:昆汀·塔伦蒂诺 Quentin Tarantino,发行年份:2012,豆瓣评分：10.0,评价人数：514625
片名:血战钢锯岭,导演:梅尔·吉布森 Mel Gibson,发行年份:2016,豆瓣评分：10.0,评价人数：679378
片名:未麻的部屋,导演:今敏 Satoshi Kon,发行年份:1997,豆瓣评分：10.0,评价人数：254349
片名:头号玩家,导演:史蒂文·斯皮尔伯格 Steven Spielberg,发行年份:2018,豆瓣评分：10.0,评价人数：1177615
片名:七武士,导演:黑泽明 Akira Kurosawa,发行年份:1954,豆瓣评分：10.0,评价人数：164155
片名:我是山姆,导演:杰茜·尼尔森 Jessie Nelson,发行年份:2001,豆瓣评分：10.0,评价人数：274171
片名:喜宴,导演:李安 Ang Lee,发行年份:1993,豆瓣评分：10.0,评价人数：292061
片名:电锯惊魂,导演:詹姆斯·温 James Wan,发行年份:2004,豆瓣评分：10.0,评价人数：445640
片名:寄生虫,导演:奉俊昊 Joon-ho Bong,发行年份:2019,豆瓣评分：10.0,评价人数：1168946
片名:新世界,导演:朴勋政 Hoon-jung Park,发行年份:2013,豆瓣评分：10.0,评价人数：321294
片名:模仿游戏,导演:莫滕·泰杜姆 Morten Tyldum,发行年份:2014,豆瓣评分：10.0,评价人数：529265
片名:卢旺达饭店,导演:特瑞·乔治 Terry George,发行年份:2004,豆瓣评分：10.0,评价人数：271763
片名:风之谷,导演:宫崎骏 Hayao Miyazaki,发行年份:1984,豆瓣评分：10.0,评价人数：315118
片名:三块广告牌,导演:马丁·麦克唐纳 Martin McDonagh,发行年份:2017,豆瓣评分：10.0,评价人数：708415
片名:上帝之城,导演:费尔南多·梅里尔斯 Fernando Meirelles / 卡迪亚·兰德 Kátia Lund,发行年份:2002,豆瓣评分：10.0,评价人数：263667
片名:花样年华,导演:王家卫 Kar Wai Wong,发行年份:2000,豆瓣评分：10.0,评价人数：497312
片名:黑客帝国3：矩阵革命,导演:拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,发行年份:2003,豆瓣评分：10.0,评价人数：372295
片名:疯狂原始人,导演:科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders,发行年份:2013,豆瓣评分：10.0,评价人数：735359
片名:谍影重重3,导演:保罗·格林格拉斯 Paul Greengrass,发行年份:2007,豆瓣评分：10.0,评价人数：363278
片名:英雄本色,导演:吴宇森 John Woo,发行年份:1986,豆瓣评分：10.0,评价人数：447006
片名:你的名字。,导演:新海诚 Makoto Shinkai,发行年份:2016,豆瓣评分：10.0,评价人数：1184243
片名:哈利·波特与火焰杯,导演:迈克·内威尔 Mike Newell,发行年份:2005,豆瓣评分：10.0,评价人数：505593
片名:头脑特工队,导演:彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen,发行年份:2015,豆瓣评分：10.0,评价人数：508367
片名:达拉斯买家俱乐部,导演:让-马克·瓦雷 Jean-Marc Vallée,发行年份:2013,豆瓣评分：10.0,评价人数：384561
片名:纵横四海,导演:吴宇森 John Woo,发行年份:1991,豆瓣评分：10.0,评价人数：352849
片名:心迷宫,导演:忻钰坤 Yukun Xin,发行年份:2014,豆瓣评分：10.0,评价人数：427254
片名:岁月神偷,导演:罗启锐 Alex Law,发行年份:2010,豆瓣评分：10.0,评价人数：515959
片名:记忆碎片,导演:克里斯托弗·诺兰 Christopher Nolan,发行年份:2000,豆瓣评分：10.0,评价人数：525212
片名:忠犬八公物语,导演:Seijirô Kôyama,发行年份:1987,豆瓣评分：10.0,评价人数：163770
片名:海街日记,导演:是枝裕和 Hirokazu Koreeda,发行年份:2015,豆瓣评分：10.0,评价人数：367032
片名:荒蛮故事,导演:达米安·斯兹弗隆 Damián Szifron,发行年份:2014,豆瓣评分：10.0,评价人数：371980
片名:惊魂记,导演:阿尔弗雷德·希区柯克 Alfred Hitchcock,发行年份:1960,豆瓣评分：10.0,评价人数：223943
片名:爆裂鼓手,导演:达米恩·查泽雷 Damien Chazelle,发行年份:2014,豆瓣评分：10.0,评价人数：485995
片名:贫民窟的百万富翁,导演:丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan,发行年份:2008,豆瓣评分：10.0,评价人数：650443
片名:真爱至上,导演:理查德·柯蒂斯 Richard Curtis,发行年份:2003,豆瓣评分：10.0,评价人数：619044
片名:东邪西毒,导演:王家卫 Kar Wai Wong,发行年份:1994,豆瓣评分：10.0,评价人数：503621
片名:九品芝麻官,导演:王晶 Jing Wong,发行年份:1994,豆瓣评分：10.0,评价人数：532257
片名:绿里奇迹,导演:Frank Darabont,发行年份:1999,豆瓣评分：10.0,评价人数：262726
片名:小偷家族,导演:是枝裕和 Hirokazu Koreeda,发行年份:2018,豆瓣评分：10.0,评价人数：710051
片名:无敌破坏王,导演:瑞奇·莫尔 Rich Moore,发行年份:2012,豆瓣评分：10.0,评价人数：455180
片名:爱在午夜降临前,导演:理查德·林克莱特 Richard Linklater,发行年份:2013,豆瓣评分：10.0,评价人数：310672
片名:黑天鹅,导演:达伦·阿罗诺夫斯基 Darren Aronofsky,发行年份:2010,豆瓣评分：10.0,评价人数：703945
片名:冰川时代,导演:卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge,发行年份:2002,豆瓣评分：10.0,评价人数：532005
片名:你看起来好像很好吃,导演:藤森雅也 Masaya Fujimori,发行年份:2010,豆瓣评分：10.0,评价人数：288689
片名:萤火虫之墓,导演:高畑勋 Isao Takahata,发行年份:1988,豆瓣评分：10.0,评价人数：363325
片名:疯狂的石头,导演:宁浩 Hao Ning,发行年份:2006,豆瓣评分：10.0,评价人数：690405
片名:雨人,导演:巴瑞·莱文森 Barry Levinson,发行年份:1988,豆瓣评分：10.0,评价人数：353084
片名:恋恋笔记本,导演:尼克·卡索维茨 Nick Cassavetes,发行年份:2004,豆瓣评分：10.0,评价人数：564807
片名:恐怖游轮,导演:克里斯托弗·史密斯 Christopher Smith,发行年份:2009,豆瓣评分：10.0,评价人数：684764
片名:雨中曲,导演:斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,发行年份:1952,豆瓣评分：10.0,评价人数：179048
片名:色，戒,导演:李安 Ang Lee,发行年份:2007,豆瓣评分：10.0,评价人数：610634
片名:魔女宅急便,导演:宫崎骏 Hayao Miyazaki,发行年份:1989,豆瓣评分：10.0,评价人数：392280
片名:2001太空漫游,导演:斯坦利·库布里克 Stanley Kubrick,发行年份:1968,豆瓣评分：10.0,评价人数：256909
片名:城市之光,导演:Charles Chaplin,发行年份:1931,豆瓣评分：10.0,评价人数：117410
片名:二十二,导演:郭柯 Ke Guo,发行年份:2015,豆瓣评分：10.0,评价人数：259914
片名:虎口脱险,导演:杰拉尔·乌里 Gérard Oury,发行年份:1966,豆瓣评分：10.0,评价人数：209039
片名:可可西里,导演:陆川 Chuan Lu,发行年份:2004,豆瓣评分：10.0,评价人数：254575
片名:人工智能,导演:史蒂文·斯皮尔伯格 Steven Spielberg,发行年份:2001,豆瓣评分：10.0,评价人数：377042
片名:海边的曼彻斯特,导演:肯尼斯·罗纳根 Kenneth Lonergan,发行年份:2016,豆瓣评分：10.0,评价人数：416372
片名:奇迹男孩,导演:斯蒂芬·卓博斯基 Stephen Chbosky,发行年份:2017,豆瓣评分：10.0,评价人数：488011
片名:初恋这件小事,导演:普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...<br>
                            2010,发行年份:1950,豆瓣评分：10.0,评价人数：263224
片名:遗愿清单,导演:罗伯·莱纳 Rob Reiner,发行年份:2007,豆瓣评分：10.0,评价人数：353034
片名:大佛普拉斯,导演:黄信尧 Hsin-yao Huang,发行年份:2017,豆瓣评分：10.0,评价人数：358720
片名:终结者2：审判日,导演:詹姆斯·卡梅隆 James Cameron,发行年份:1991,豆瓣评分：10.0,评价人数：296462
片名:房间,导演:伦尼·阿伯拉罕森 Lenny Abrahamson,发行年份:2015,豆瓣评分：10.0,评价人数：329332
片名:牯岭街少年杀人事件,导演:杨德昌 Edward Yang,发行年份:1991,豆瓣评分：10.0,评价人数：228331
片名:青蛇,导演:徐克 Hark Tsui,发行年份:1993,豆瓣评分：10.0,评价人数：444116
片名:源代码,导演:邓肯·琼斯 Duncan Jones,发行年份:2011,豆瓣评分：10.0,评价人数：703796
片名:新龙门客栈,导演:李惠民 Raymond Lee,发行年份:1992,豆瓣评分：10.0,评价人数：377901
片名:无间道2,导演:刘伟强 / 麦兆辉,发行年份:2003,豆瓣评分：10.0,评价人数：370484
片名:疯狂的麦克斯4：狂暴之路,导演:乔治·米勒 George Miller,发行年份:2015,豆瓣评分：10.0,评价人数：447502
片名:魂断蓝桥,导演:茂文·勒鲁瓦 Mervyn LeRoy,发行年份:1940,豆瓣评分：10.0,评价人数：237170
片名:波西米亚狂想曲,导演:布莱恩·辛格 Bryan Singer,发行年份:2018,豆瓣评分：10.0,评价人数：498437
片名:东京教父,导演:今敏 Satoshi Kon,发行年份:2003,豆瓣评分：10.0,评价人数：162693
片名:无耻混蛋,导演:Quentin Tarantino,发行年份:2009,豆瓣评分：10.0,评价人数：406098
片名:步履不停,导演:是枝裕和 Hirokazu Koreeda,发行年份:2008,豆瓣评分：10.0,评价人数：232550
片名:血钻,导演:爱德华·兹威克 Edward Zwick,发行年份:2006,豆瓣评分：10.0,评价人数：315973
片名:燃情岁月,导演:爱德华·兹威克 Edward Zwick,发行年份:1994,豆瓣评分：10.0,评价人数：249575
片名:彗星来的那一夜,导演:詹姆斯·沃德·布柯特 James Ward Byrkit,发行年份:2013,豆瓣评分：10.0,评价人数：456895
片名:战争之王,导演:安德鲁·尼科尔 Andrew Niccol,发行年份:2005,豆瓣评分：10.0,评价人数：306005
片名:谍影重重2,导演:保罗·格林格拉斯 Paul Greengrass,发行年份:2004,豆瓣评分：10.0,评价人数：304635
片名:千钧一发,导演:安德鲁·尼科尔 Andrew Niccol,发行年份:1997,豆瓣评分：10.0,评价人数：232677
片名:海洋,导演:雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,发行年份:2009,豆瓣评分：10.0,评价人数：143210
片名:黑客帝国2：重装上阵,导演:拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,发行年份:2003,豆瓣评分：10.0,评价人数：332097
片名:茶馆,导演:谢添 Tian Xie,发行年份:1982,豆瓣评分：10.0,评价人数：79616
片名:阿飞正传,导演:王家卫 Kar Wai Wong,发行年份:1990,豆瓣评分：10.0,评价人数：429081
片名:崖上的波妞,导演:宫崎骏 Hayao Miyazaki,发行年份:2008,豆瓣评分：10.0,评价人数：400385
片名:穿越时空的少女,导演:细田守 Mamoru Hosoda,发行年份:2006,豆瓣评分：10.0,评价人数：335774
片名:谍影重重,导演:道格·里曼 Doug Liman,发行年份:2002,豆瓣评分：10.0,评价人数：364865
片名:地球上的星星,导演:阿米尔·汗 Aamir Khan,发行年份:2007,豆瓣评分：10.0,评价人数：178882
片名:完美陌生人,导演:保罗·格诺维瑟 Paolo Genovese,发行年份:2016,豆瓣评分：10.0,评价人数：464369
片名:香水,导演:汤姆·提克威 Tom Tykwer,发行年份:2006,豆瓣评分：10.0,评价人数：479610
片名:背靠背，脸对脸,导演:黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,发行年份:1994,豆瓣评分：10.0,评价人数：81981
片名:再次出发之纽约遇见你,导演:约翰·卡尼 John Carney,发行年份:2013,豆瓣评分：10.0,评价人数：365508
片名:我爱你,导演:秋昌民 Chang-min Choo,发行年份:2011,豆瓣评分：10.0,评价人数：141132
片名:朗读者,导演:史蒂芬·戴德利 Stephen Daldry,发行年份:2008,豆瓣评分：10.0,评价人数：406737
片名:爱乐之城,导演:达米恩·查泽雷 Damien Chazelle,发行年份:2016,豆瓣评分：10.0,评价人数：714415
片名:小丑,导演:托德·菲利普斯 Todd Phillips,发行年份:2019,豆瓣评分：10.0,评价人数：848796
片名:聚焦,导演:托马斯·麦卡锡 Thomas McCarthy,发行年份:2015,豆瓣评分：10.0,评价人数：240954
片名:驴得水,导演:周申 Shen Zhou / 刘露 Lu Liu,发行年份:2016,豆瓣评分：10.0,评价人数：793363
片名:浪潮,导演:丹尼斯·甘塞尔 Dennis Gansel,发行年份:2008,豆瓣评分：10.0,评价人数：235832
片名:猜火车,导演:丹尼·博伊尔 Danny Boyle,发行年份:1996,豆瓣评分：10.0,评价人数：372147
片名:小萝莉的猴神大叔,导演:卡比尔·汗 Kabir Khan,发行年份:2015,豆瓣评分：10.0,评价人数：427241
片名:火星救援,导演:雷德利·斯科特 Ridley Scott,发行年份:2015,豆瓣评分：10.0,评价人数：597450
